,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_depth,continuous_wins_p1,continuous_wins_p2,server,serve_no,elapsed_time,Player_socre_margin,Players_run_distance_difference,p1_server,p2_server,p1_score,p2_score,y_value_p1,y_value_p2,Momentum difference,point_victor_p2
4415,0.833333333,0.653846154,0.578947368,0.583333333,0.430555556,0.625,0,0,0,0,0.545454545,2,2,0,1,1,1,02:20:59,0.35483871,0.545454545,1,0,0,15,46.19118688,29.61064778,16.5805391,1
4416,0.833333333,0.653846154,0.58974359,0.583333333,0.430555556,0.625,0,0,0,1,-0.393939394,1,2,1,0,1,2,02:21:36,0.387096774,-0.393939394,1,0,15,15,37.91179282,19.26297778,18.64881504,1
4417,0.835443038,0.658227848,0.58974359,0.583333333,0.430555556,0.625,0,0,0,1,0.575757576,4,1,2,0,1,1,02:22:12,0.419354839,0.575757576,1,0,30,15,57.86635752,35.17837778,22.68797975,1
4418,0.8375,0.6625,0.58974359,0.583333333,0.430555556,0.625,0,0,0,1,0.666666667,4,2,3,0,1,1,02:22:59,0.451612903,0.666666667,1,0,40,15,64.22414311,37.49797778,26.72616533,1
4419,0.8375,0.6625,0.58974359,0.583333333,0.430555556,0.64,0,0,0,0,0.363636364,1,1,0,0,2,2,02:24:32,0.419354839,0.363636364,0,1,0,0,24.21421311,40.73345778,-16.51924467,2
4420,0.8375,0.6625,0.58974359,0.589041096,0.438356164,0.64,0,0,0,0,0.606060606,4,2,0,1,2,1,02:25:09,0.387096774,0.606060606,0,1,0,15,32.73881311,53.55580274,-20.81698963,2
4421,0.8375,0.6625,0.58974359,0.581081081,0.432432432,0.64,0,1,0,0,0.696969697,4,2,0,2,2,1,02:25:29,0.35483871,0.696969697,0,1,0,30,33.94181311,60.87508892,-26.93327581,2
4422,0.8375,0.6625,0.58974359,0.586666667,0.44,0.64,0,1,0,0,0.757575758,5,1,0,3,2,1,02:25:46,0.322580645,0.757575758,0,1,0,40,35.77721311,67.00610667,-31.22889356,2
4423,0.839506173,0.654320988,0.58974359,0.586666667,0.44,0.64,0,1,0,0,0.121212121,5,1,0,0,1,1,02:26:15,0.290322581,0.121212121,1,0,0,0,45.99962535,27.25176667,18.74785868,2
4424,0.829268293,0.646341463,0.58974359,0.586666667,0.44,0.64,1,0,0,0,0.393939394,4,2,0,1,1,1,02:26:45,0.322580645,0.393939394,1,0,0,15,49.88479216,32.06073667,17.8240555,1
4425,0.831325301,0.65060241,0.58974359,0.586666667,0.44,0.64,1,0,0,0,0.212121212,5,1,1,0,1,1,02:27:05,0.35483871,0.212121212,1,0,15,15,52.55030798,26.47146667,26.07884131,1
4426,0.831325301,0.65060241,0.6,0.586666667,0.44,0.64,1,0,0,1,-0.454545455,1,2,2,0,1,2,02:27:21,0.387096774,-0.454545455,1,0,30,15,42.54393362,18.61606667,23.92786695,1
4427,0.831325301,0.65060241,0.609756098,0.586666667,0.44,0.64,0,0,0,1,-0.121212121,4,2,3,0,1,2,02:27:45,0.419354839,-0.121212121,1,0,40,15,56.03496776,29.47706667,26.5579011,1
4428,0.831325301,0.65060241,0.609756098,0.592105263,0.447368421,0.64,0,0,0,1,0.727272727,2,2,0,0,2,1,02:29:31,0.387096774,0.727272727,0,1,0,0,30.02963776,52.91526684,-22.88562908,2
4429,0.831325301,0.65060241,0.609756098,0.597402597,0.441558442,0.64,0,0,0,1,0.878787879,4,2,0,1,2,1,02:29:47,0.419354839,0.878787879,0,1,0,15,36.33463776,63.4347974,-27.10015964,1
4430,0.831325301,0.65060241,0.609756098,0.602564103,0.435897436,0.64,0,0,0,2,0.787878788,2,2,1,0,2,1,02:30:27,0.451612903,0.787878788,0,1,15,15,34.83163776,59.91304282,-25.08140506,1
4431,0.831325301,0.65060241,0.609756098,0.602564103,0.435897436,0.615384615,0,0,0,3,0.060606061,1,2,2,0,2,2,02:31:00,0.483870968,0.060606061,0,1,30,15,29.30763776,56.45981205,-27.15217429,1
4432,0.831325301,0.65060241,0.609756098,0.602564103,0.435897436,0.62962963,0,0,0,2,0.818181818,4,2,3,0,2,2,02:31:49,0.451612903,0.818181818,0,1,40,15,49.78263776,66.80959838,-17.02696062,2
4433,0.831325301,0.65060241,0.609756098,0.607594937,0.443037975,0.62962963,0,0,0,1,0.545454545,4,2,0,1,2,1,02:32:21,0.419354839,0.545454545,0,1,40,30,31.92363776,59.04029986,-27.1166621,2
4434,0.831325301,0.65060241,0.609756098,0.6125,0.45,0.62962963,0,1,0,0,0.393939394,5,1,0,2,2,1,02:32:39,0.387096774,0.393939394,0,1,40,40,30.95203776,58.13987556,-27.18783779,2
4435,0.831325301,0.65060241,0.609756098,0.604938272,0.444444444,0.62962963,0,2,0,0,0.848484848,5,1,0,3,2,1,02:32:56,0.35483871,0.848484848,0,1,40,60,36.96703776,70.27577457,-33.30873681,2
4436,0.821428571,0.642857143,0.609756098,0.604938272,0.444444444,0.62962963,1,2,0,0,0.696969697,4,2,0,0,1,1,02:33:19,0.387096774,0.696969697,1,0,0,0,53.92490343,35.90403457,18.02086886,1
4437,0.821428571,0.642857143,0.619047619,0.604938272,0.444444444,0.62962963,1,1,0,0,-0.606060606,5,2,1,0,1,2,02:33:36,0.419354839,-0.606060606,1,0,15,0,45.1263169,21.07773457,24.04858233,1
4438,0.811764706,0.635294118,0.619047619,0.604938272,0.444444444,0.62962963,2,0,0,0,0.636363636,4,2,2,0,1,1,02:34:02,0.451612903,0.636363636,1,0,30,0,62.48269174,31.13543457,31.34725717,1
4439,0.811764706,0.635294118,0.627906977,0.604938272,0.444444444,0.62962963,1,0,0,1,-0.333333333,5,2,3,0,1,2,02:34:17,0.483870968,-0.333333333,1,0,40,0,56.67643947,28.90343457,27.7730049,1
4440,0.811764706,0.635294118,0.627906977,0.597560976,0.43902439,0.62962963,1,0,0,1,0.545454545,5,2,0,0,2,1,02:35:54,0.451612903,0.545454545,0,1,0,0,35.37210947,56.88862214,-21.51651267,2
4441,0.811764706,0.635294118,0.627906977,0.602409639,0.445783133,0.62962963,0,0,0,1,0.696969697,4,2,0,1,2,1,02:36:14,0.419354839,0.696969697,0,1,0,15,33.81050947,61.02994833,-27.21943886,2
4442,0.811764706,0.635294118,0.627906977,0.595238095,0.44047619,0.62962963,0,1,0,0,0.515151515,3,2,0,2,2,1,02:36:30,0.387096774,0.515151515,0,1,0,30,29.25450947,56.39870174,-27.14419227,2
4443,0.811764706,0.635294118,0.627906977,0.6,0.447058824,0.62962963,0,1,0,0,0.545454545,4,2,0,3,2,1,02:36:46,0.35483871,0.545454545,0,1,0,40,31.80550947,63.23445438,-31.42894491,2
4444,0.813953488,0.639534884,0.627906977,0.6,0.447058824,0.62962963,0,1,0,0,0.181818182,5,1,0,0,1,1,02:37:15,0.387096774,0.181818182,1,0,0,0,46.74896488,28.12251438,18.6264505,1
4445,0.813953488,0.639534884,0.627906977,0.6,0.447058824,0.642857143,0,0,1,0,-0.242424242,2,2,0,0,2,2,02:47:57,0.258064516,-0.242424242,0,1,0,0,25.76823488,36.19458883,-10.42635394,2
4446,0.813953488,0.639534884,0.627906977,0.6,0.447058824,0.620689655,0,0,1,1,-0.606060606,2,2,0,1,2,2,02:48:26,0.290322581,-0.606060606,0,1,0,15,20.95623488,41.68287952,-20.72664463,1
4447,0.813953488,0.639534884,0.627906977,0.593023256,0.441860465,0.620689655,0,1,1,1,0.727272727,4,2,1,0,2,1,02:48:54,0.258064516,0.727272727,0,1,15,15,44.65023488,59.07012511,-14.41989022,2
4448,0.813953488,0.639534884,0.627906977,0.597701149,0.448275862,0.620689655,0,1,0,1,0.575757576,2,2,0,1,2,1,02:49:11,0.225806452,0.575757576,0,1,15,30,27.94523488,57.04837356,-29.10313867,2
4449,0.813953488,0.639534884,0.627906977,0.602272727,0.443181818,0.620689655,0,1,0,0,0.757575758,4,2,0,2,2,1,02:49:45,0.258064516,0.757575758,0,1,15,40,34.65123488,61.7687225,-27.11748762,1
4450,0.813953488,0.639534884,0.627906977,0.602272727,0.443181818,0.633333333,0,0,1,0,0.454545455,2,1,1,0,2,2,02:50:09,0.225806452,0.454545455,0,1,30,40,37.87463488,44.24186181,-6.367226929,2
4451,0.816091954,0.643678161,0.627906977,0.602272727,0.443181818,0.633333333,0,0,1,0,0.636363636,4,2,0,0,1,1,02:51:08,0.258064516,0.636363636,1,0,0,0,58.16840006,31.13113181,27.03726825,1
4452,0.816091954,0.643678161,0.636363636,0.602272727,0.443181818,0.633333333,0,0,1,0,-0.545454545,2,2,0,0,1,2,02:51:58,0.258064516,-0.545454545,1,0,15,15,40.51982289,13.44213181,27.07769108,1
4453,0.816091954,0.643678161,0.622222222,0.602272727,0.443181818,0.633333333,0,0,0,0,-0.515151515,1,2,1,0,1,2,02:52:37,0.225806452,-0.515151515,1,0,30,15,36.30322693,11.69313181,24.61009512,2
4454,0.818181818,0.647727273,0.622222222,0.602272727,0.443181818,0.633333333,0,0,0,0,-0.03030303,5,1,0,1,1,1,02:53:22,0.258064516,-0.03030303,1,0,30,30,43.98960222,27.55920181,16.43040041,1
4455,0.820224719,0.651685393,0.622222222,0.602272727,0.443181818,0.633333333,0,0,0,0,0.424242424,1,2,1,0,1,1,02:53:49,0.290322581,0.424242424,1,0,40,30,46.5573466,21.87413181,24.68321479,1
4456,0.820224719,0.651685393,0.622222222,0.602272727,0.443181818,0.612903226,0,0,0,0,0.181818182,3,2,0,0,2,2,02:54:19,0.322580645,0.181818182,0,1,0,0,27.2160166,43.79220375,-16.57618715,1
4457,0.820224719,0.651685393,0.622222222,0.595505618,0.438202247,0.612903226,0,1,0,0,0.696969697,4,2,1,0,2,1,02:54:52,0.290322581,0.696969697,0,1,15,0,37.9330166,52.42169553,-14.48867893,2
4458,0.820224719,0.651685393,0.622222222,0.588888889,0.433333333,0.612903226,0,2,0,0,0.757575758,4,2,0,1,2,1,02:55:08,0.258064516,0.757575758,0,1,15,15,34.7350166,59.35443082,-24.61941422,2
4459,0.820224719,0.651685393,0.622222222,0.582417582,0.428571429,0.612903226,0,3,0,0,0.696969697,4,1,0,2,2,1,02:55:26,0.225806452,0.696969697,0,1,15,30,32.8164166,63.56808776,-30.75167116,2
4460,0.820224719,0.651685393,0.622222222,0.586956522,0.434782609,0.612903226,0,2,0,0,0.727272727,3,2,0,0,2,1,02:56:20,0.225806452,0.727272727,0,1,30,40,32.1840166,52.58356759,-20.39955099,2
4461,0.822222222,0.655555556,0.622222222,0.586956522,0.434782609,0.612903226,0,1,0,1,0.484848485,2,2,0,0,1,1,02:57:58,0.258064516,0.484848485,1,0,0,0,45.54468778,32.75893759,12.78575019,1
4462,0.824175824,0.659340659,0.622222222,0.586956522,0.434782609,0.612903226,0,0,0,1,0.454545455,4,2,1,0,1,1,02:58:23,0.290322581,0.454545455,1,0,15,0,53.47825222,34.67463759,18.80361463,1
4463,0.815217391,0.652173913,0.622222222,0.586956522,0.434782609,0.612903226,1,0,0,1,0.545454545,4,2,2,0,1,1,02:58:43,0.322580645,0.545454545,1,0,30,0,60.00304244,35.87763759,24.12540484,1
4464,0.817204301,0.655913978,0.622222222,0.586956522,0.434782609,0.612903226,1,0,0,0,0.545454545,3,2,3,0,1,1,02:58:59,0.35483871,0.545454545,1,0,40,0,61.88751136,27.52763759,34.35987377,1
4465,0.817204301,0.655913978,0.622222222,0.591397849,0.440860215,0.612903226,1,0,0,0,0.515151515,5,1,0,0,2,1,03:00:23,0.322580645,0.515151515,0,1,0,0,33.98658136,49.05649989,-15.06991853,2
4466,0.817204301,0.655913978,0.622222222,0.595744681,0.446808511,0.612903226,0,0,0,0,0.545454545,3,2,0,1,2,1,03:00:39,0.290322581,0.545454545,0,1,0,15,29.78758136,50.55255896,-20.7649776,2
4467,0.817204301,0.655913978,0.622222222,0.595744681,0.446808511,0.625,0,0,1,0,-0.363636364,2,2,0,2,2,2,03:01:01,0.258064516,-0.363636364,0,1,0,30,24.25758136,42.90273702,-18.64515567,2
4468,0.817204301,0.655913978,0.622222222,0.6,0.452631579,0.625,0,0,1,0,0.757575758,2,1,0,0,2,1,03:02:06,0.258064516,0.757575758,0,1,15,40,35.72798136,46.00028526,-10.27230391,2
4469,0.819148936,0.659574468,0.622222222,0.6,0.452631579,0.625,0,0,1,1,0.090909091,5,1,0,0,1,1,03:03:52,0.290322581,0.090909091,1,0,0,0,52.0730469,31.14495526,20.92809164,1
4470,0.810526316,0.652631579,0.622222222,0.6,0.452631579,0.625,1,0,0,1,0.484848485,4,2,1,0,1,1,03:04:22,0.322580645,0.484848485,1,0,15,0,55.17771117,35.32455526,19.85315591,1
4471,0.810526316,0.652631579,0.608695652,0.6,0.452631579,0.625,1,0,0,1,-0.090909091,3,2,2,0,1,2,03:04:39,0.290322581,-0.090909091,1,0,30,0,51.59405417,27.80555526,23.7884989,2
4472,0.810526316,0.652631579,0.617021277,0.6,0.452631579,0.625,1,0,0,0,-0.272727273,2,2,0,1,1,2,03:05:03,0.322580645,-0.272727273,1,0,30,15,39.07785065,21.26622526,17.81162539,1
4473,0.810526316,0.652631579,0.625,0.6,0.452631579,0.625,0,0,0,1,-0.303030303,1,2,1,0,1,2,03:05:28,0.35483871,-0.303030303,1,0,40,15,39.14838895,20.69855526,18.44983369,1
4474,0.810526316,0.652631579,0.625,0.604166667,0.447916667,0.625,0,0,0,1,0.757575758,2,1,0,0,2,1,03:06:08,0.387096774,0.757575758,0,1,0,0,29.28345895,52.1977425,-22.91428356,1
4475,0.810526316,0.652631579,0.625,0.608247423,0.453608247,0.625,0,0,0,1,0.757575758,5,1,1,0,2,1,03:06:30,0.35483871,0.757575758,0,1,15,0,39.73345895,58.70638619,-18.97292724,2
4476,0.810526316,0.652631579,0.625,0.608247423,0.453608247,0.636363636,0,0,0,0,0.333333333,2,2,0,1,2,2,03:06:49,0.322580645,0.333333333,0,1,15,15,27.03605895,48.08531527,-21.04925633,2
4477,0.810526316,0.652631579,0.625,0.612244898,0.448979592,0.636363636,0,0,0,1,0.818181818,5,2,0,2,2,1,03:07:28,0.35483871,0.818181818,0,1,15,30,37.65205895,69.11492195,-31.462863,1
4478,0.810526316,0.652631579,0.625,0.616161616,0.444444444,0.636363636,0,0,0,1,0.696969697,4,2,1,0,2,1,03:08:27,0.419354839,0.696969697,0,1,40,30,37.89805895,56.9245805,-19.02652155,1
4479,0.802083333,0.645833333,0.625,0.616161616,0.444444444,0.636363636,1,0,0,1,0.575757576,4,2,0,0,1,1,03:09:51,0.451612903,0.575757576,1,0,0,0,52.3043602,36.6372505,15.6671097,1
4480,0.802083333,0.645833333,0.632653061,0.616161616,0.444444444,0.636363636,1,0,0,1,-0.666666667,3,1,1,0,1,2,03:10:05,0.483870968,-0.666666667,1,0,15,0,38.88334184,19.1796505,19.70369134,1
4481,0.804123711,0.639175258,0.632653061,0.616161616,0.444444444,0.636363636,1,0,0,1,0.121212121,3,2,2,0,1,1,03:10:46,0.451612903,0.121212121,1,0,30,0,52.14572091,28.4722505,23.67347041,2
4482,0.806122449,0.642857143,0.632653061,0.616161616,0.444444444,0.636363636,0,0,0,1,0.484848485,4,2,0,1,1,1,03:11:13,0.483870968,0.484848485,1,0,30,15,49.72529224,39.6509205,10.07437175,1
4483,0.808080808,0.646464646,0.632653061,0.616161616,0.444444444,0.636363636,0,0,0,0,0.151515152,5,1,1,0,1,1,03:11:43,0.516129032,0.151515152,1,0,40,15,50.38117324,25.8566505,24.52452274,1
4484,0.808080808,0.646464646,0.632653061,0.61,0.44,0.636363636,0,0,0,0,0.393939394,3,2,0,0,2,1,03:12:06,0.483870968,0.393939394,0,1,0,0,27.72244324,44.50063909,-16.77819584,2
4485,0.808080808,0.646464646,0.632653061,0.613861386,0.445544554,0.636363636,0,0,0,0,0.606060606,2,1,0,1,2,1,03:12:28,0.451612903,0.606060606,0,1,0,15,27.26284324,48.31414275,-21.0512995,2
4486,0.808080808,0.646464646,0.632653061,0.613861386,0.445544554,0.617647059,0,0,0,0,-0.454545455,2,2,0,2,2,2,03:12:43,0.483870968,-0.454545455,0,1,0,30,16.59444324,41.76415072,-25.16970748,1
4487,0.808080808,0.646464646,0.632653061,0.613861386,0.445544554,0.628571429,0,0,0,0,0.121212121,3,2,1,0,2,2,03:13:06,0.451612903,0.121212121,0,1,15,30,30.36344324,43.15716366,-12.79372042,2
4488,0.808080808,0.646464646,0.632653061,0.617647059,0.450980392,0.628571429,0,0,0,0,0.242424242,5,1,0,1,2,1,03:13:31,0.419354839,0.242424242,0,1,15,40,28.90084324,49.96656079,-21.06571754,2
4489,0.81,0.64,0.632653061,0.617647059,0.450980392,0.628571429,0,0,1,0,-0.03030303,3,2,0,0,1,1,03:15:09,0.387096774,-0.03030303,1,0,0,0,47.16208463,20.27416079,26.88792384,2
4490,0.811881188,0.643564356,0.632653061,0.617647059,0.450980392,0.628571429,0,0,1,1,0.515151515,4,2,0,1,1,1,03:15:30,0.419354839,0.515151515,1,0,0,15,56.56286509,40.05883079,16.50403431,1
4491,0.81372549,0.647058824,0.632653061,0.617647059,0.450980392,0.628571429,0,0,1,2,0.515151515,,,1,0,1,1,03:16:06,0.451612903,0.515151515,1,0,15,15,,,0,1
4492,0.81372549,0.647058824,0.64,0.617647059,0.450980392,0.628571429,0,0,0,2,-0.424242424,1,2,2,0,1,2,03:16:34,0.483870968,-0.424242424,1,0,30,15,41.59912118,25.41116079,16.18796039,1
4493,0.805825243,0.640776699,0.64,0.617647059,0.450980392,0.628571429,1,0,0,1,0,5,1,3,0,1,1,03:17:47,0.516129032,0,1,0,40,15,57.77974845,30.05856079,27.72118766,1
4494,1,1,0,0,0,0,1,0,0,0,0.181818182,5,1,0,0,1,1,00:00:00,0.064516129,0.181818182,1,0,0,0,48.45583,16.5226,31.93323,1
4495,0.5,0.5,0,0,0,0,2,0,0,0,0.696969697,4,1,1,0,1,1,00:00:15,0.096774194,0.696969697,1,0,15,0,52.62278,21.1896,31.43318,1
4496,0.666666667,0.333333333,0,0,0,0,1,0,0,0,0.727272727,4,1,2,0,1,1,00:00:29,0.064516129,0.727272727,1,0,30,0,55.49606333,21.5906,33.90546333,2
4497,0.666666667,0.333333333,1,0,0,0,1,0,0,0,-0.272727273,2,2,0,0,1,2,00:01:13,0.129032258,-0.272727273,1,0,40,15,38.10966333,7.4242,30.68546333,1
4498,0.666666667,0.333333333,1,0,0,0,0,0,0,0,0.515151515,4,2,0,0,2,1,00:02:31,0.096774194,0.515151515,0,1,0,0,30.48573333,38.58353,-8.097796667,2
4499,0.666666667,0.333333333,1,0.5,0.5,0,0,0,0,0,0.454545455,3,2,0,1,2,1,00:02:53,0.064516129,0.454545455,0,1,0,15,27.53373333,45.8632,-18.32946667,2
4500,0.666666667,0.333333333,1,0.333333333,0.333333333,0,0,1,0,0,0.151515152,5,1,0,2,2,1,00:03:28,0.032258065,0.151515152,0,1,0,30,26.70713333,49.23157,-22.52443666,2
4501,0.666666667,0.333333333,1,0.5,0.5,0,0,1,0,0,0.454545455,5,2,0,3,2,1,00:03:50,0,0.454545455,0,1,0,40,31.83373333,60.57984,-28.74610667,2
4502,0.75,0.25,1,0.5,0.5,0,0,1,1,0,0.363636364,3,2,0,0,1,1,00:04:16,-0.032258065,0.363636364,1,0,0,0,51.358505,23.7435,27.615005,2
4503,0.8,0.4,1,0.5,0.5,0,0,0,1,0,0.727272727,4,1,0,1,1,1,00:04:35,0,0.727272727,1,0,0,15,58.42057,31.82227,26.5983,1
4504,0.666666667,0.333333333,1,0.5,0.5,0,0,0,1,0,0.484848485,5,1,1,0,1,1,00:04:53,0.032258065,0.484848485,1,0,15,15,60.20146333,26.5476,33.65386333,1
4505,0.571428571,0.285714286,1,0.5,0.5,0,0,0,0,0,0.727272727,1,2,2,0,1,1,00:05:27,0.032258065,0.727272727,1,0,40,15,52.69670143,22.2722,30.42450143,2
4506,0.625,0.375,1,0.5,0.5,0,0,0,0,0,0.818181818,3,2,0,1,1,1,00:05:51,0.064516129,0.818181818,1,0,40,30,51.0568425,31.99187,19.0649725,1
4507,0.625,0.375,1,0.4,0.4,0,0,1,0,0,0.121212121,5,1,0,0,2,1,00:07:45,0.032258065,0.121212121,0,1,0,0,26.3339125,41.19923,-14.8653175,2
4508,0.625,0.375,1,0.5,0.5,0,0,1,0,0,0.303030303,4,2,0,1,2,1,00:08:06,0,0.303030303,0,1,0,15,27.7065125,47.9915,-20.2849875,2
4509,0.625,0.375,1,0.571428571,0.571428571,0,0,1,0,0,-0.03030303,5,2,0,2,2,1,00:08:36,-0.032258065,-0.03030303,0,1,0,30,25.4455125,50.80645571,-25.36094321,2
4510,0.625,0.375,1,0.625,0.625,0,0,0,0,0,0.545454545,3,1,0,3,2,1,00:09:00,-0.064516129,0.545454545,0,1,0,40,27.6479125,55.88669,-28.2387775,2
4511,0.666666667,0.333333333,1,0.625,0.625,0,0,0,1,0,0.787878788,4,2,0,0,1,1,00:09:34,-0.096774194,0.787878788,1,0,0,0,59.17806333,31.02795,28.15011333,2
4512,0.7,0.4,1,0.625,0.625,0,0,0,1,0,0.696969697,5,1,0,1,1,1,00:09:57,-0.064516129,0.696969697,1,0,0,15,59.61124,35.07502,24.53622,1
4513,0.727272727,0.454545455,1,0.625,0.625,0,0,0,1,0,0.727272727,4,2,1,0,1,1,00:10:21,-0.032258065,0.727272727,1,0,15,15,63.47202091,30.22595,33.24607091,1
4514,0.727272727,0.454545455,1,0.625,0.625,0,0,0,0,1,-0.545454545,3,2,2,0,1,2,00:10:41,0,-0.545454545,1,0,30,15,44.33002091,19.68395,24.64607091,1
4515,0.666666667,0.416666667,1,0.625,0.625,0,0,0,0,1,0.757575758,4,2,3,0,1,1,00:11:15,0.032258065,0.757575758,1,0,40,15,64.89789667,36.82695,28.07094667,1
4516,0.666666667,0.416666667,1,0.555555556,0.555555556,0,0,0,0,1,0,5,1,0,0,2,1,00:13:14,0,0,0,1,0,0,25.22296667,45.68326334,-20.46029667,2
4517,0.666666667,0.416666667,1,0.5,0.5,0,0,0,0,0,0.393939394,5,2,0,1,2,1,00:13:42,-0.032258065,0.393939394,0,1,0,15,31.55256667,49.3612,-17.80863333,2
4518,0.666666667,0.416666667,1,0.5,0.5,0,0,0,0,0,-0.272727273,5,1,0,2,2,2,00:14:10,-0.064516129,-0.272727273,0,1,0,30,23.86396667,45.88927,-22.02530333,2
4519,0.666666667,0.416666667,1,0.454545455,0.454545455,0,0,1,0,0,0.454545455,5,1,0,3,2,1,00:14:46,-0.096774194,0.454545455,0,1,0,40,31.23796667,58.91642182,-27.67845515,2
4520,0.666666667,0.416666667,1,0.454545455,0.454545455,0,0,1,0,0,-0.090909091,4,2,0,0,1,2,00:15:14,-0.064516129,-0.090909091,1,0,0,0,43.91989667,21.58168182,22.33821485,1
4521,0.692307692,0.461538462,1,0.454545455,0.454545455,0,0,1,0,0,0.666666667,4,2,1,0,1,1,00:16:09,-0.032258065,0.666666667,1,0,15,0,56.11850692,29.35668182,26.7618251,1
4522,0.714285714,0.5,1,0.454545455,0.454545455,0,1,0,0,0,0.181818182,5,1,2,0,1,1,00:16:34,0,0.181818182,1,0,30,0,56.51560143,21.99078182,34.5248196,1
4523,0.666666667,0.466666667,1,0.454545455,0.454545455,0,2,0,0,0,0.696969697,5,1,3,0,1,1,00:16:49,0.032258065,0.696969697,1,0,40,0,68.27499667,28.80778182,39.46721485,1
4524,0.666666667,0.466666667,1,0.5,0.416666667,0,2,0,0,0,0.363636364,2,2,0,0,2,1,00:18:26,0.064516129,0.363636364,0,1,0,0,27.84726667,37.79936334,-9.952096665,1
4525,0.666666667,0.466666667,1,0.5,0.416666667,0.5,1,0,0,0,0.151515152,4,2,1,0,2,2,00:19:00,0.032258065,0.151515152,0,1,15,0,34.17366667,44.16736334,-9.993696665,2
4526,0.666666667,0.466666667,1,0.5,0.416666667,0.666666667,0,0,1,0,-0.363636364,1,2,0,1,2,2,00:19:37,0,-0.363636364,0,1,15,15,21.89006667,35.99203334,-14.10196667,2
4527,0.666666667,0.466666667,1,0.538461538,0.461538462,0.666666667,0,0,1,0,0.272727273,4,2,0,2,2,1,00:20:16,-0.032258065,0.272727273,0,1,15,30,34.51106667,53.33040846,-18.81934179,2
4528,0.666666667,0.466666667,1,0.5,0.428571429,0.666666667,0,0,1,0,0.515151515,4,2,0,3,2,1,00:20:53,-0.064516129,0.515151515,0,1,15,40,37.71906667,60.32496858,-22.60590191,2
4529,0.6875,0.4375,1,0.5,0.428571429,0.666666667,0,0,1,0,0.818181818,4,2,0,0,1,1,00:21:26,-0.096774194,0.818181818,1,0,0,0,60.34642375,33.00162858,27.34479517,2
4530,0.6875,0.4375,0.75,0.5,0.428571429,0.666666667,0,0,2,0,-0.212121212,1,2,0,1,1,2,00:22:02,-0.129032258,-0.212121212,1,0,0,15,47.71742375,19.38429858,28.33312517,2
4531,0.647058824,0.411764706,0.75,0.5,0.428571429,0.666666667,0,0,2,0,0.303030303,5,1,0,2,1,1,00:23:09,-0.096774194,0.303030303,1,0,0,30,59.38118294,35.65136858,23.72981437,1
4532,0.666666667,0.444444444,0.75,0.5,0.428571429,0.666666667,0,0,1,0,0.696969697,4,2,1,0,1,1,00:23:35,-0.064516129,0.696969697,1,0,15,30,61.47450778,31.39762858,30.0768792,1
4533,0.631578947,0.421052632,0.75,0.5,0.428571429,0.666666667,0,0,0,0,0.696969697,4,2,2,0,1,1,00:24:07,-0.032258065,0.696969697,1,0,30,30,58.73240368,31.39762858,27.33477511,1
4534,0.65,0.4,0.75,0.5,0.428571429,0.666666667,0,0,1,0,0.909090909,5,2,3,0,1,1,00:24:26,-0.064516129,0.909090909,1,0,40,30,74.060675,36.35462858,37.70604642,2
4535,0.666666667,0.428571429,0.75,0.5,0.428571429,0.666666667,0,0,1,0,1,4,1,0,1,1,1,00:25:21,-0.032258065,1,1,0,40,40,60.26870143,38.50769858,21.76100286,1
4536,0.681818182,0.454545455,0.75,0.5,0.428571429,0.666666667,0,0,1,0,0.636363636,3,2,1,0,1,1,00:25:41,0,0.636363636,1,0,60,40,58.67023455,28.44562858,30.22460597,1
4537,0.681818182,0.454545455,0.75,0.533333333,0.466666667,0.666666667,0,0,0,0,0.454545455,4,2,0,0,2,1,00:27:27,-0.032258065,0.454545455,0,1,0,0,29.33090455,47.30219667,-17.97129212,2
4538,0.681818182,0.454545455,0.75,0.5,0.4375,0.666666667,0,1,0,0,0.393939394,5,1,0,1,2,1,00:27:53,-0.064516129,0.393939394,0,1,0,15,29.56230455,53.357275,-23.79497045,2
4539,0.681818182,0.454545455,0.75,0.5,0.4375,0.5,0,1,0,1,-0.575757576,2,2,0,2,2,2,00:28:18,-0.032258065,-0.575757576,0,1,0,30,13.64690455,46.983545,-33.33664045,1
4540,0.681818182,0.454545455,0.75,0.529411765,0.470588235,0.5,0,1,0,1,0.424242424,4,2,1,0,2,1,00:29:49,-0.032258065,0.424242424,0,1,30,30,32.92990455,54.20883,-21.27892545,2
4541,0.681818182,0.454545455,0.75,0.529411765,0.470588235,0.4,0,0,0,2,-0.303030303,2,2,0,1,2,2,00:30:20,0,-0.303030303,0,1,30,40,17.25590455,50.4432,-33.18729545,1
4542,0.681818182,0.454545455,0.75,0.5,0.444444444,0.4,0,0,0,1,0.03030303,5,2,1,0,2,1,00:31:10,-0.032258065,0.03030303,0,1,40,40,29.86690455,48.30308555,-18.436181,2
4543,0.681818182,0.454545455,0.75,0.526315789,0.473684211,0.4,0,0,0,1,0.393939394,4,2,0,1,2,1,00:31:36,-0.064516129,0.393939394,0,1,40,60,28.52890455,55.51567368,-26.98676913,2
