,p1_Turning_point_count,p2_Turning_point_count,continuous_wins_p1,continuous_wins_p2
3891,0,0,0,0
3892,0,0,1,0
3893,0,0,0,1
3894,0,0,1,0
3895,1,1,1,0
3896,0,0,0,0
3897,0,0,0,0
3898,0,0,1,0
3899,0,0,0,1
3900,1,1,0,1
3901,0,0,0,1
3902,0,0,1,0
3903,0,0,0,0
3904,0,0,1,0
3905,1,1,1,0
3906,0,0,0,1
3907,0,0,0,1
3908,0,0,1,0
3909,0,0,0,1
3910,1,1,1,0
3911,0,0,0,0
3912,0,0,1,0
3913,0,0,0,0
3914,0,0,1,0
3915,1,1,0,0
3916,0,0,1,0
3917,0,0,0,0
3918,0,0,0,1
3919,0,0,0,0
3920,1,1,0,1
3921,0,0,0,0
3922,0,0,0,1
3923,0,0,0,0
3924,0,0,1,0
3925,1,1,1,0
3926,0,0,1,0
3927,0,0,0,0
3928,0,0,1,0
3929,0,0,1,0
3930,1,1,0,1
3931,0,0,0,1
3932,0,0,0,1
3933,0,0,0,1
3934,0,0,0,0
3935,1,1,0,1
3936,0,0,0,0
3937,0,0,0,0
3938,0,0,0,1
3939,0,0,0,0
3940,1,1,1,0
3941,0,0,1,0
3942,0,0,0,1
3943,0,0,1,0
3944,0,0,0,0
3945,1,1,0,1
3946,0,0,1,0
3947,0,0,1,0
3948,0,0,0,1
3949,0,0,0,1
3950,1,1,0,0
3951,0,0,1,0
3952,0,0,0,1
3953,0,0,1,0
3954,0,0,1,0
3955,1,1,0,0
3956,0,0,1,0
3957,0,0,1,0
3958,0,0,0,1
3959,0,0,0,1
3960,1,1,0,1
3961,0,0,1,0
3962,0,0,1,0
3963,0,0,0,0
3964,0,0,1,0
3965,1,1,0,1
3966,0,0,1,0
3967,0,0,1,0
3968,0,0,0,0
3969,0,0,1,0
3970,1,1,1,0
3971,0,0,0,1
3972,0,0,0,1
3973,0,0,0,1
3974,0,0,1,0
3975,1,1,1,0
3976,0,0,0,0
3977,0,0,1,0
3978,0,0,1,0
3979,0,0,1,0
3980,1,1,0,0
3981,0,0,1,0
3982,0,0,0,1
3983,0,0,1,0
3984,0,0,0,1
3985,1,1,1,0
3986,0,0,0,1
3987,0,0,1,0
3988,0,0,0,0
3989,0,0,1,0
3990,1,1,1,0
3991,0,0,1,0
3992,0,0,0,0
3993,0,0,0,1
3994,0,0,0,1
3995,1,1,0,1
3996,0,0,0,0
3997,0,0,1,0
3998,0,0,1,0
3999,0,0,0,1
4000,1,1,1,0
4001,0,0,0,0
4002,0,0,0,1
4003,0,0,1,0
4004,0,0,0,1
4005,1,1,0,1
4006,0,0,1,0
4007,0,0,0,0
4008,0,0,1,0
4009,0,0,1,0
4010,1,1,1,0
4011,0,0,0,0
4012,0,0,0,1
4013,0,0,0,1
4014,0,0,1,0
4015,1,1,1,0
4016,0,0,0,1
4017,0,0,1,0
4018,0,0,0,0
4019,0,0,0,1
4020,1,1,0,0
4021,0,0,0,1
4022,0,0,1,0
4023,0,0,1,0
4024,0,0,1,0
4025,1,1,0,0
4026,0,0,0,1
4027,0,0,0,1
4028,0,0,0,1
4029,0,0,0,0
4030,1,1,1,0
4031,0,0,1,0
4032,0,0,1,0
4033,0,0,0,1
4034,0,0,0,1
4035,1,1,0,0
4036,0,0,1,0
4037,0,0,0,1
4038,0,0,0,1
4039,0,0,0,1
4040,1,1,1,0
4041,0,0,0,0
4042,0,0,0,1
4043,0,0,0,1
4044,0,0,1,0
4045,1,1,1,0
4046,0,0,1,0
4047,0,0,0,0
4048,0,0,0,1
4049,0,0,0,1
4050,1,1,0,1
4051,0,0,1,0
4052,0,0,0,0
4053,0,0,0,1
4054,0,0,0,1
4055,1,1,1,0
4056,0,0,1,0
4057,0,0,1,0
4058,0,0,0,1
4059,0,0,0,1
4060,1,1,0,0
4061,0,0,0,1
4062,0,0,0,1
4063,0,0,0,1
4064,0,0,0,0
4065,1,1,1,0
4066,0,0,0,1
4067,0,0,1,0
4068,0,0,1,0
4069,0,0,0,0
4070,1,1,0,0
4071,0,0,0,1
4072,0,0,1,0
4073,0,0,0,1
4074,0,0,0,0
4075,1,1,0,1
4076,0,0,1,0
4077,0,0,1,0
4078,0,0,1,0
4079,0,0,0,0
4080,1,1,0,1
4081,0,0,0,1
4082,0,0,1,0
4083,0,0,1,0
4084,0,0,0,1
4085,1,1,0,0
4086,0,0,1,0
4087,0,0,1,0
4088,0,0,0,1
4089,0,0,1,0
4090,1,1,0,0
4091,0,0,1,0
4092,0,0,0,1
4093,0,0,0,1
4094,0,0,0,1
4095,1,1,0,0
4096,0,0,0,1
4097,0,0,0,1
4098,0,0,1,0
4099,0,0,1,0
4100,1,1,1,0
4101,0,0,0,0
4102,0,0,1,0
4103,0,0,0,0
4104,0,0,0,0
4105,1,1,1,0
4106,0,0,1,0
4107,0,0,1,0
4108,0,0,0,0
4109,0,0,0,1
4110,1,1,1,0
4111,0,0,0,1
4112,0,0,0,1
4113,0,0,0,0
4114,0,0,0,1
4115,1,1,1,0
4116,0,0,1,0
4117,0,0,1,0
4118,0,0,0,1
4119,0,0,0,1
4120,1,1,0,0
4121,0,0,1,0
4122,0,0,0,0
4123,0,0,1,0
4124,0,0,0,0
4125,1,1,0,1
4126,0,0,0,0
4127,0,0,1,0
4128,0,0,0,0
4129,0,0,0,0
4130,1,1,1,0
4131,0,0,0,0
4132,0,0,1,0
4133,0,0,1,0
4134,0,0,1,0
4135,1,1,0,0
4136,0,0,0,1
4137,0,0,0,1
4138,0,0,0,0
4139,0,0,1,0
4140,1,1,1,0
4141,0,0,1,0
4142,0,0,0,0
4143,0,0,1,0
4144,0,0,1,0
4145,1,1,0,1
4146,0,0,0,1
4147,0,0,1,0
4148,0,0,0,1
4149,0,0,1,0
4150,1,1,0,0
4151,0,0,0,0
4152,0,0,0,0
4153,0,0,1,0
4154,0,0,1,0
4155,1,1,1,0
4156,0,0,0,0
4157,0,0,0,1
4158,0,0,1,0
4159,0,0,1,0
4160,1,1,0,0
4161,0,0,1,0
4162,0,0,0,1
4163,0,0,1,0
4164,0,0,1,0
4165,1,1,0,0
4166,0,0,0,1
4167,0,0,0,1
4168,0,0,0,1
4169,0,0,0,0
4170,1,1,1,0
4171,0,0,1,0
4172,0,0,1,0
4173,0,0,0,0
4174,0,0,0,1
4175,1,1,1,0
4176,0,0,0,1
4177,0,0,0,0
4178,0,0,0,0
4179,0,0,0,1
4180,1,1,1,0
4181,0,0,1,0
4182,0,0,1,0
4183,0,0,0,0
4184,0,0,1,0
4185,1,1,0,1
4186,0,0,1,0
4187,0,0,1,0
4188,0,0,0,1
4189,0,0,0,0
4190,1,1,1,0
4191,0,0,0,1
4192,0,0,1,0
4193,0,0,1,0
4194,0,0,0,0
4195,1,1,0,1
4196,0,0,1,0
4197,0,0,0,1
4198,0,0,0,1
4199,0,0,0,0
4200,1,1,1,0
4201,0,0,1,0
4202,0,0,0,1
4203,0,0,1,0
4204,0,0,0,0
4205,1,1,0,1
4206,0,0,1,0
4207,0,0,1,0
4208,0,0,1,0
4209,0,0,0,1
4210,1,1,0,0
4211,0,0,0,1
4212,0,0,1,0
4213,0,0,0,1
4214,0,0,0,1
4215,1,1,1,0
4216,0,0,0,0
4217,0,0,1,0
4218,0,0,1,0
4219,0,0,0,1
4220,1,1,1,0
4221,0,0,0,0
4222,0,0,1,0
4223,0,0,0,1
4224,0,0,0,1
4225,1,1,0,1
4226,0,0,0,0
4227,0,0,1,0
4228,0,0,1,0
4229,0,0,1,0
4230,1,1,0,0
4231,0,0,0,1
4232,0,0,0,1
4233,0,0,0,1
4234,0,0,1,0
4235,1,1,0,0
4236,0,0,0,1
4237,0,0,0,0
4238,0,0,1,0
4239,0,0,0,1
4240,1,1,1,0
4241,0,0,1,0
4242,0,0,0,0
4243,0,0,1,0
4244,0,0,0,0
4245,1,1,1,0
4246,0,0,0,0
4247,0,0,1,0
4248,0,0,0,0
4249,0,0,0,1
4250,1,1,0,1
4251,0,0,0,0
4252,0,0,1,0
4253,0,0,0,1
4254,0,0,1,0
4255,1,1,1,0
4256,0,0,0,1
4257,0,0,0,0
4258,0,0,1,0
4259,0,0,0,1
4260,1,1,0,1
4261,0,0,0,1
4262,0,0,0,0
4263,0,0,1,0
4264,0,0,0,1
4265,1,1,1,0
4266,0,0,1,0
4267,0,0,0,0
4268,0,0,1,0
4269,0,0,1,0
4270,1,1,0,1
4271,0,0,0,0
4272,0,0,0,1
4273,0,0,1,0
4274,0,0,1,0
4275,1,1,1,0
4276,0,0,0,0
4277,0,0,1,0
4278,0,0,0,0
4279,0,0,0,0
4280,1,1,0,1
4281,0,0,0,1
4282,0,0,0,0
4283,0,0,1,0
4284,0,0,1,0
4285,1,1,1,0
4286,0,0,0,0
4287,0,0,0,0
4288,0,0,1,0
4289,0,0,0,1
4290,1,1,0,1
4291,0,0,0,0
4292,0,0,1,0
4293,0,0,0,1
4294,0,0,0,1
4295,1,1,1,0
4296,0,0,0,1
4297,0,0,1,0
4298,0,0,1,0
4299,0,0,0,0
4300,1,1,1,0
4301,0,0,1,0
4302,0,0,0,1
4303,0,0,0,0
4304,0,0,0,0
4305,1,1,1,0
4306,0,0,1,0
4307,0,0,1,0
4308,0,0,0,0
4309,0,0,0,1
4310,1,1,0,1
4311,0,0,0,0
4312,0,0,1,0
4313,0,0,1,0
4314,0,0,0,1
4315,1,1,0,1
4316,0,0,1,0
4317,0,0,0,0
4318,0,0,1,0
4319,0,0,0,1
4320,1,1,0,1
4321,0,0,0,1
4322,0,0,0,0
4323,0,0,1,0
4324,0,0,0,1
4325,1,1,1,0
4326,0,0,1,0
4327,0,0,0,1
4328,0,0,0,1
4329,0,0,1,0
4330,1,1,0,0
4331,0,0,0,1
4332,0,0,0,1
4333,0,0,0,1
4334,0,0,0,0
4335,1,1,1,0
4336,0,0,0,1
4337,0,0,1,0
4338,0,0,1,0
4339,0,0,0,0
4340,1,1,0,1
4341,0,0,0,1
4342,0,0,0,1
4343,0,0,0,0
4344,0,0,0,1
4345,1,1,0,1
4346,0,0,0,1
4347,0,0,1,0
4348,0,0,1,0
4349,0,0,1,0
4350,1,1,4,0
4351,0,0,0,0
4352,0,0,0,1
4353,0,0,1,0
4354,0,0,0,1
4355,1,1,0,1
4356,0,0,0,0
4357,0,0,1,0
4358,0,0,1,0
4359,0,0,0,1
4360,1,1,1,0
4361,0,0,0,0
4362,0,0,1,0
4363,0,0,0,1
4364,0,0,0,1
4365,1,1,1,0
4366,0,0,0,1
4367,0,0,0,1
4368,0,0,0,0
4369,0,0,0,1
4370,1,1,0,0
4371,0,0,1,0
4372,0,0,1,0
4373,0,0,1,0
4374,0,0,0,1
4375,1,1,0,0
4376,0,0,0,1
4377,0,0,0,1
4378,0,0,1,0
4379,0,0,0,1
4380,1,1,0,0
4381,0,0,0,1
4382,0,0,1,0
4383,0,0,1,0
4384,0,0,1,0
4385,1,1,0,0
4386,0,0,0,0
4387,0,0,1,0
4388,0,0,1,0
4389,0,0,1,0
4390,1,1,0,0
4391,0,0,1,0
4392,0,0,0,1
4393,0,0,1,0
4394,0,0,0,1
4395,1,1,0,1
4396,0,0,0,0
4397,0,0,1,0
4398,0,0,1,0
4399,0,0,0,1
4400,1,1,0,1
4401,0,0,1,0
4402,0,0,0,0
4403,0,0,0,1
4404,0,0,0,1
4405,1,1,0,1
4406,0,0,0,0
4407,0,0,1,0
4408,0,0,1,0
4409,0,0,1,0
4410,1,1,0,0
4411,0,0,0,1
4412,0,0,0,1
4413,0,0,0,1
4414,0,0,0,0
4415,1,1,0,1
4416,0,0,1,0
4417,0,0,1,0
4418,0,0,1,0
4419,0,0,0,0
4420,1,1,0,1
4421,0,0,0,1
4422,0,0,0,1
4423,0,0,0,0
4424,0,0,0,1
4425,1,1,1,0
4426,0,0,1,0
4427,0,0,1,0
4428,0,0,0,0
4429,0,0,0,1
4430,1,1,1,0
4431,0,0,1,0
4432,0,0,1,0
4433,0,0,0,1
4434,0,0,0,1
4435,1,1,0,1
4436,0,0,0,0
4437,0,0,1,0
4438,0,0,1,0
4439,0,0,1,0
4440,1,1,0,0
4441,0,0,0,1
4442,0,0,0,1
4443,0,0,0,1
4444,0,0,0,0
4445,1,1,0,0
4446,0,0,0,1
4447,0,0,1,0
4448,0,0,0,1
4449,0,0,0,1
4450,1,1,1,0
4451,0,0,0,0
4452,0,0,0,0
4453,0,0,1,0
4454,0,0,0,1
4455,1,1,1,0
4456,0,0,0,0
4457,0,0,1,0
4458,0,0,0,1
4459,0,0,0,1
4460,1,1,0,0
4461,0,0,0,0
4462,0,0,1,0
4463,0,0,1,0
4464,0,0,1,0
4465,1,1,0,0
4466,0,0,0,1
4467,0,0,0,1
4468,0,0,0,0
4469,0,0,0,0
4470,1,1,1,0
4471,0,0,1,0
4472,0,0,0,1
4473,0,0,1,0
4474,0,0,0,0
4475,1,1,1,0
4476,0,0,0,1
4477,0,0,0,1
4478,0,0,1,0
4479,0,0,0,0
4480,1,1,1,0
4481,0,0,1,0
4482,0,0,0,1
4483,0,0,1,0
4484,0,0,0,0
4485,1,1,0,1
4486,0,0,0,1
4487,0,0,1,0
4488,0,0,0,1
4489,0,0,0,0
4490,1,1,0,1
4491,0,0,1,0
4492,0,0,1,0
4493,0,0,1,0
4494,0,0,0,0
4495,1,1,1,0
4496,0,0,1,0
4497,0,0,0,0
4498,0,0,0,0
4499,0,0,0,1
4500,1,1,0,1
4501,0,0,0,1
4502,0,0,0,0
4503,0,0,0,1
4504,0,0,1,0
4505,1,1,1,0
4506,0,0,0,1
4507,0,0,0,0
4508,0,0,0,1
4509,0,0,0,1
4510,1,1,0,1
4511,0,0,0,0
4512,0,0,0,1
4513,0,0,1,0
4514,0,0,1,0
4515,1,1,1,0
4516,0,0,0,0
4517,0,0,0,1
4518,0,0,0,1
4519,0,0,0,1
4520,1,1,0,0
4521,0,0,1,0
4522,0,0,1,0
4523,0,0,1,0
4524,0,0,0,0
4525,1,1,1,0
4526,0,0,0,1
4527,0,0,0,1
4528,0,0,0,1
4529,0,0,0,0
4530,1,1,0,1
4531,0,0,0,1
4532,0,0,1,0
4533,0,0,1,0
4534,0,0,1,0
4535,1,1,0,1
4536,0,0,1,0
4537,0,0,0,0
4538,0,0,0,1
4539,0,0,0,1
4540,1,1,1,0
4541,0,0,0,1
4542,0,0,1,0
4543,0,0,0,1
4544,0,0,0,0
4545,1,1,1,0
4546,0,0,1,0
4547,0,0,1,0
4548,0,0,0,0
4549,0,0,0,1
4550,1,1,0,1
4551,0,0,0,1
4552,0,0,0,0
4553,0,0,0,0
4554,0,0,1,0
4555,1,1,0,1
4556,0,0,0,1
4557,0,0,0,1
4558,0,0,0,0
4559,0,0,1,0
4560,1,1,1,0
4561,0,0,1,0
4562,0,0,0,0
4563,0,0,0,1
4564,0,0,1,0
4565,1,1,0,1
4566,0,0,1,0
4567,0,0,0,1
4568,0,0,0,0
4569,0,0,0,1
4570,1,1,0,1
4571,0,0,1,0
4572,0,0,1,0
4573,0,0,0,1
4574,0,0,1,0
4575,1,1,0,0
4576,0,0,0,0
4577,0,0,0,1
4578,0,0,0,1
4579,0,0,0,0
4580,1,1,0,1
4581,0,0,0,0
4582,0,0,1,0
4583,0,0,0,0
4584,0,0,0,1
4585,1,1,0,1
4586,0,0,0,1
4587,0,0,0,0
4588,0,0,0,1
4589,0,0,0,1
4590,1,1,0,0
4591,0,0,1,0
4592,0,0,1,0
4593,0,0,0,1
4594,0,0,0,0
4595,1,1,1,0
4596,0,0,0,0
4597,0,0,0,1
4598,0,0,0,1
4599,0,0,0,0
4600,1,1,1,0
4601,0,0,1,0
4602,0,0,1,0
4603,0,0,0,0
4604,0,0,0,1
4605,1,1,0,1
4606,0,0,0,1
4607,0,0,0,0
4608,0,0,1,0
4609,0,0,0,0
4610,1,1,1,0
4611,0,0,0,1
4612,0,0,0,0
4613,0,0,0,0
4614,0,0,1,0
4615,1,1,1,0
4616,0,0,1,0
4617,0,0,0,0
4618,0,0,1,0
4619,0,0,1,0
4620,1,1,0,1
4621,0,0,0,1
4622,0,0,0,1
4623,0,0,0,0
4624,0,0,1,0
4625,1,1,0,1
4626,0,0,1,0
4627,0,0,1,0
4628,0,0,0,1
4629,0,0,0,0
4630,1,1,0,1
4631,0,0,1,0
4632,0,0,1,0
4633,0,0,0,1
4634,0,0,0,1
4635,1,1,0,0
4636,0,0,1,0
4637,0,0,1,0
4638,0,0,1,0
4639,0,0,0,0
4640,1,1,0,1
4641,0,0,0,1
4642,0,0,0,1
4643,0,0,0,0
4644,0,0,1,0
4645,1,1,0,1
4646,0,0,1,0
4647,0,0,1,0
4648,0,0,0,0
4649,0,0,0,1
4650,1,1,1,0
4651,0,0,0,1
4652,0,0,0,1
4653,0,0,0,0
4654,0,0,1,0
4655,1,1,1,0
4656,0,0,1,0
4657,0,0,0,0
4658,0,0,1,0
4659,0,0,0,1
4660,1,1,0,1
4661,0,0,0,1
4662,0,0,0,0
4663,0,0,1,0
4664,0,0,1,0
4665,1,1,1,0
4666,0,0,0,0
4667,0,0,1,0
4668,0,0,0,1
4669,0,0,1,0
4670,1,1,1,0
4671,0,0,0,1
4672,0,0,0,0
4673,0,0,1,0
4674,0,0,1,0
4675,1,1,1,0
4676,0,0,0,1
4677,0,0,0,0
4678,0,0,0,1
4679,0,0,0,1
4680,1,1,0,1
4681,0,0,0,0
4682,0,0,1,0
4683,0,0,1,0
4684,0,0,0,0
4685,1,1,0,1
4686,0,0,0,0
4687,0,0,0,1
4688,0,0,0,1
4689,0,0,0,1
4690,1,1,0,0
4691,0,0,0,1
4692,0,0,1,0
4693,0,0,1,0
4694,0,0,1,0
4695,1,1,0,1
4696,0,0,0,0
4697,0,0,1,0
4698,0,0,0,1
4699,0,0,0,1
4700,1,1,0,1
4701,0,0,0,0
4702,0,0,0,1
4703,0,0,1,0
4704,0,0,0,1
4705,1,1,0,1
4706,0,0,1,0
4707,0,0,1,0
4708,0,0,1,0
4709,0,0,0,0
4710,1,1,0,1
4711,0,0,0,0
4712,0,0,0,1
4713,0,0,0,1
4714,0,0,0,1
4715,1,1,0,0
4716,0,0,1,0
4717,0,0,0,1
4718,0,0,0,1
4719,0,0,1,0
4720,1,1,1,0
4721,0,0,0,0
4722,0,0,0,1
4723,0,0,0,1
4724,0,0,0,1
4725,1,1,0,0
4726,0,0,1,0
4727,0,0,0,1
4728,0,0,0,1
4729,0,0,1,0
4730,1,1,0,1
4731,0,0,1,0
4732,0,0,1,0
4733,0,0,0,0
4734,0,0,0,0
4735,1,1,0,1
4736,0,0,0,1
4737,0,0,0,0
4738,0,0,1,0
4739,0,0,1,0
4740,1,1,1,0
4741,0,0,0,1
4742,0,0,0,1
4743,0,0,0,0
4744,0,0,1,0
4745,1,1,1,0
4746,0,0,0,1
4747,0,0,0,1
4748,0,0,0,1
4749,0,0,1,0
4750,1,1,0,1
4751,0,0,0,0
4752,0,0,0,1
4753,0,0,1,0
4754,0,0,0,1
4755,1,1,1,0
4756,0,0,1,0
4757,0,0,0,0
4758,0,0,1,0
4759,0,0,1,0
4760,1,1,0,1
4761,0,0,0,1
4762,0,0,0,1
4763,0,0,0,0
4764,0,0,0,1
4765,1,1,1,0
4766,0,0,1,0
4767,0,0,1,0
4768,0,0,0,0
4769,0,0,0,1
4770,1,1,0,1
4771,0,0,0,1
4772,0,0,1,0
4773,0,0,1,0
4774,0,0,0,0
4775,1,1,0,1
4776,0,0,0,1
4777,0,0,1,0
4778,0,0,1,0
4779,0,0,1,0
4780,1,1,0,0
4781,0,0,0,1
4782,0,0,0,1
4783,0,0,0,1
4784,0,0,1,0
4785,1,1,1,0
4786,0,0,1,0
4787,0,0,0,1
4788,0,0,0,0
4789,0,0,0,1
4790,1,1,1,0
4791,0,0,1,0
4792,0,0,1,0
4793,0,0,0,0
4794,0,0,0,1
4795,1,1,1,0
4796,0,0,1,0
4797,0,0,0,1
4798,0,0,0,1
4799,0,0,0,0
4800,1,1,0,0
4801,0,0,1,0
4802,0,0,0,1
4803,0,0,0,1
4804,0,0,0,1
4805,1,1,0,0
4806,0,0,1,0
4807,0,0,1,0
4808,0,0,1,0
4809,0,0,0,0
4810,1,1,0,1
4811,0,0,0,1
4812,0,0,0,1
4813,0,0,1,0
4814,0,0,0,0
4815,1,1,1,0
4816,0,0,0,1
4817,0,0,1,0
4818,0,0,1,0
4819,0,0,0,1
4820,1,1,0,1
4821,0,0,1,0
4822,0,0,0,0
4823,0,0,0,1
4824,0,0,0,1
4825,1,1,0,1
4826,0,0,0,0
4827,0,0,0,1
4828,0,0,0,1
4829,0,0,0,1
4830,1,1,0,0
4831,0,0,1,0
4832,0,0,1,0
4833,0,0,1,0
4834,0,0,0,1
4835,1,1,0,0
4836,0,0,1,0
4837,0,0,0,0
4838,0,0,0,1
4839,0,0,1,0
4840,1,1,0,0
4841,0,0,1,0
4842,0,0,1,0
4843,0,0,1,0
4844,0,0,0,1
4845,1,1,0,0
4846,0,0,0,1
4847,0,0,0,1
4848,0,0,0,1
4849,0,0,0,0
4850,1,1,1,0
4851,0,0,1,0
4852,0,0,1,0
4853,0,0,0,0
4854,0,0,1,0
4855,1,1,0,1
4856,0,0,1,0
4857,0,0,0,1
4858,0,0,0,1
4859,0,0,0,0
4860,1,1,1,0
4861,0,0,1,0
4862,0,0,1,0
4863,0,0,0,0
4864,0,0,1,0
4865,1,1,1,0
4866,0,0,0,1
4867,0,0,1,0
4868,0,0,0,0
4869,0,0,0,1
4870,1,1,1,0
4871,0,0,1,0
4872,0,0,1,0
4873,0,0,0,0
4874,0,0,0,1
4875,1,1,1,0
4876,0,0,0,1
4877,0,0,1,0
4878,0,0,0,1
4879,0,0,0,0
4880,1,1,1,0
4881,0,0,0,1
4882,0,0,1,0
4883,0,0,1,0
4884,0,0,0,0
4885,1,1,0,1
4886,0,0,1,0
4887,0,0,1,0
4888,0,0,0,1
4889,0,0,1,0
4890,1,1,0,1
4891,0,0,0,1
4892,0,0,0,0
4893,0,0,1,0
4894,0,0,1,0
4895,1,1,0,0
4896,0,0,0,1
4897,0,0,0,0
4898,0,0,0,1
4899,0,0,0,1
4900,1,1,0,1
4901,0,0,1,0
4902,0,0,0,0
4903,0,0,1,0
4904,0,0,1,0
4905,1,1,1,0
4906,0,0,0,0
4907,0,0,1,0
4908,0,0,0,1
4909,0,0,1,0
4910,1,1,0,0
4911,0,0,1,0
4912,0,0,1,0
4913,0,0,0,1
4914,0,0,1,0
4915,1,1,0,0
4916,0,0,0,1
4917,0,0,1,0
4918,0,0,1,0
4919,0,0,0,1
4920,1,1,0,1
4921,0,0,1,0
4922,0,0,1,0
4923,0,0,0,0
4924,0,0,0,1
4925,1,1,0,0
4926,0,0,1,0
4927,0,0,1,0
4928,0,0,1,0
4929,0,0,0,1
4930,1,1,0,0
4931,0,0,1,0
4932,0,0,0,1
4933,0,0,1,0
4934,0,0,0,1
4935,1,1,0,1
4936,0,0,0,0
4937,0,0,1,0
4938,0,0,0,1
4939,0,0,1,0
4940,1,1,0,1
4941,0,0,1,0
4942,0,0,0,1
4943,0,0,1,0
4944,0,0,0,0
4945,1,1,1,0
4946,0,0,0,1
4947,0,0,0,1
4948,0,0,0,0
4949,0,0,1,0
4950,1,1,0,1
4951,0,0,0,0
4952,0,0,0,1
4953,0,0,0,0
4954,0,0,1,0
4955,1,1,1,0
4956,0,0,0,1
4957,0,0,1,0
4958,0,0,0,0
4959,0,0,0,1
4960,1,1,0,1
4961,0,0,1,0
4962,0,0,0,1
4963,0,0,0,0
4964,0,0,1,0
4965,1,1,1,0
4966,0,0,1,0
4967,0,0,0,0
4968,0,0,0,1
4969,0,0,0,1
4970,1,1,0,1
4971,0,0,0,0
4972,0,0,0,1
4973,0,0,0,1
4974,0,0,1,0
4975,1,1,1,0
4976,0,0,0,0
4977,0,0,1,0
4978,0,0,0,1
4979,0,0,1,0
4980,1,1,0,1
4981,0,0,0,1
4982,0,0,1,0
4983,0,0,0,1
4984,0,0,0,0
4985,1,1,1,0
4986,0,0,0,1
4987,0,0,1,0
4988,0,0,1,0
4989,0,0,0,1
4990,1,1,0,1
4991,0,0,0,1
4992,0,0,0,0
4993,0,0,0,1
4994,0,0,0,1
4995,1,1,0,1
4996,0,0,1,0
4997,0,0,1,0
4998,0,0,1,0
4999,0,0,0,1
5000,1,1,0,0
5001,0,0,1,0
5002,0,0,1,0
5003,0,0,0,1
5004,0,0,0,1
5005,1,1,0,0
5006,0,0,0,1
5007,0,0,0,1
5008,0,0,0,1
5009,0,0,0,0
5010,1,1,1,0
5011,0,0,1,0
5012,0,0,1,0
5013,0,0,0,0
5014,0,0,0,1
5015,1,1,1,0
5016,0,0,0,1
5017,0,0,0,1
5018,0,0,0,0
5019,0,0,1,0
5020,1,1,1,0
5021,0,0,1,0
5022,0,0,0,0
5023,0,0,0,1
5024,0,0,1,0
5025,1,1,0,1
5026,0,0,0,1
5027,0,0,0,0
5028,0,0,0,1
5029,0,0,1,0
5030,1,1,1,0
5031,0,0,1,0
5032,0,0,0,0
5033,0,0,0,1
5034,0,0,0,1
5035,1,1,0,1
5036,0,0,1,0
5037,0,0,0,0
5038,0,0,0,1
5039,0,0,1,0
5040,1,1,1,0
5041,0,0,1,0
5042,0,0,0,0
5043,0,0,0,1
5044,0,0,1,0
5045,1,1,1,0
5046,0,0,0,1
5047,0,0,0,1
5048,0,0,0,0
5049,0,0,1,0
5050,1,1,1,0
5051,0,0,1,0
5052,0,0,0,0
5053,0,0,1,0
5054,0,0,0,0
5055,1,1,0,1
5056,0,0,1,0
5057,0,0,0,1
5058,0,0,1,0
5059,0,0,0,0
5060,1,1,0,1
5061,0,0,0,0
5062,0,0,0,1
5063,0,0,0,0
5064,0,0,1,0
5065,1,1,1,0
5066,0,0,1,0
5067,0,0,0,0
5068,0,0,1,0
5069,0,0,1,0
5070,1,1,0,1
5071,0,0,0,1
5072,0,0,0,1
5073,0,0,0,0
5074,0,0,1,0
5075,1,1,0,1
5076,0,0,1,0
5077,0,0,1,0
5078,0,0,0,0
5079,0,0,0,1
5080,1,1,0,1
5081,0,0,0,1
5082,0,0,0,0
5083,0,0,1,0
5084,0,0,1,0
5085,1,1,1,0
5086,0,0,0,0
5087,0,0,0,0
5088,0,0,0,1
5089,0,0,0,0
5090,1,1,0,0
5091,0,0,1,0
5092,0,0,1,0
5093,0,0,1,0
5094,0,0,0,0
5095,1,1,1,0
5096,0,0,0,1
5097,0,0,0,1
5098,0,0,0,1
5099,0,0,0,0
5100,1,1,1,0
5101,0,0,1,0
5102,0,0,1,0
5103,0,0,0,0
5104,0,0,0,1
5105,1,1,1,0
5106,0,0,0,1
5107,0,0,0,1
5108,0,0,0,0
5109,0,0,0,0
5110,1,1,1,0
5111,0,0,1,0
5112,0,0,0,0
5113,0,0,1,0
5114,0,0,0,1
5115,1,1,1,0
5116,0,0,0,0
5117,0,0,0,1
5118,0,0,0,1
5119,0,0,1,0
5120,1,1,1,0
5121,0,0,1,0
5122,0,0,0,0
5123,0,0,0,1
5124,0,0,1,0
5125,1,1,1,0
5126,0,0,1,0
5127,0,0,0,1
5128,0,0,0,0
5129,0,0,1,0
5130,1,1,0,0
5131,0,0,0,1
5132,0,0,0,0
5133,0,0,1,0
5134,0,0,0,0
5135,1,1,1,0
5136,0,0,0,1
5137,0,0,1,0
5138,0,0,0,1
5139,0,0,0,1
5140,1,1,1,0
5141,0,0,0,1
5142,0,0,0,0
5143,0,0,1,0
5144,0,0,1,0
5145,1,1,1,0
5146,0,0,0,0
5147,0,0,0,1
5148,0,0,0,0
5149,0,0,0,0
5150,1,1,0,1
5151,0,0,0,0
5152,0,0,1,0
5153,0,0,0,0
5154,0,0,0,1
5155,1,1,0,1
5156,0,0,0,1
5157,0,0,0,0
5158,0,0,1,0
